"id","sku","url","name","city","province","description","facilities","capacity","room_count","amenities","rules","host_name","contact_number","average_rating"
54061,b2d2962fd9fa48e9bb9489b90d6b1c0c,https://jajooreh.com/residence/duplex-villa-for-rent-with-indoor-pool-in-kurdan/,اجاره ویلا دوبلکس با استخر سرپوشیده در کردان,نظرآباد,البرز,"🏞۲۰۰۰مترباغ
🏛۷۰۰متربنا
🛁🛏سه خواب مستر
دوبلکس
🏊استخرداخل آبگرم وجکوزی
🎱بیلیاردوفوتبال دستی
🛋مبله
🎛🎤🖥سیستم صوتی وتصویری
فول امکانات","فضای اقامتگاه:
متراژ زیربنا: ۷۰۰
متراژ محوطه: ۲۰۰۰
نوع اقامتگاه: ویلا
منطقه: حومه شهر

ظریفت اقامتگاه:
حداقل ظرفیت: 6
حداکثر ظرفیت: 13",حداقل ظرفیت: 6 - حداکثر ظرفیت: 13,"۳ اتاق خواب","امکانات:
اتاق مستر
اجاق گاز
استخر سرپوشیده
پارکینگ
تلویزیون
جکوزی
سیستم صوتی
فضای سبز
فضای نشیمن در محوطه
مبلمان
میز ناهارخوری
یخچال

لوازم بازی:
فوتبال دستی
میز بیلیارد

سرویس بهداشتی:
ایرانی
فرنگی

ایمنی:
جعبه کمک های اولیه

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ملی

موارد ممنوعه:
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",راد,,امتیاز کلی:0
54062,"9b23fbfb70604284b9e3d7b267e621f8",https://jajooreh.com/residence/furnished-apartment-for-rent-in-taksim-istanbul-4/,اجاره آپارتمان مبله در استانبول تکسیم,استانبول,ترکیه,"این واحد در نزدیکی تکسیم واقع شده است که به تمامی مراکز تفریحی و گردشگری و توریستی و فروشگاه ها نزدیک می‌باشد و واحد بسیار تمیز و عالی است
مبل تختشو یک نفره","فضای اقامتگاه:
متراژ زیربنا: 60
متراژ محوطه: 240
نوع اقامتگاه: آپارتمان
منطقه: شهری

ظریفت اقامتگاه:
حداقل ظرفیت: 4
حداکثر ظرفیت: 5",حداقل ظرفیت: 4 - حداکثر ظرفیت: 5,"2 اتاق خواب","امکانات:
آنتن گیرنده TV
اجاق گاز
اینترنت
تلویزیون
چای ساز
سشوار
شوفاژ
ظروف آشپزخانه
فضای نشیمن در محوطه
کولر اسپلیت
ماشین لباسشویی
مبلمان
میز ناهارخوری
یخچال

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به شهر

ایمنی:
جعبه کمک های اولیه

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
پاسپورت

موارد ممنوعه:
برگذاری جشن مهمانی های کوچک ممنوع است
برگذاری جشن و مهمانی های بزرگ ممنوع است
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",کریمی,,امتیاز کلی:5
54063,"81323a8513cb4c019b0c18b7702d42ae",https://jajooreh.com/residence/apartment-for-rent-in-istanbul-sisli-ground-floor-with-independent-yard/,اجاره آپارتمان در استانبول شیشلی همکف با حیاط مستقل,استانبول,ترکیه,"منطقه شیشلی (مرکز شهر )
آپارتمان لوکس 3 خواب و 1 سالن   (هوم ووچر )
طبقه همکف با حیاط مستقل
آسانسور
خدمات نظافتی رایگان (هتلی)
ترانسفر فرودگاهی رفت و برگشت وی آی پی
فول فرنیش (فول امکانات )
دسترسی بسیار آسان
فاصله با مترو 3دقیقه
فاصله تا مرکز خرید جواهر 5 دقیقه
صفر شویی هفتگی
دپوزیت 100 دلار","فضای اقامتگاه:
متراژ زیربنا: 95
متراژ محوطه: 250
نوع اقامتگاه: آپارتمان
منطقه: شهری

ظریفت اقامتگاه:
حداقل ظرفیت: 6
حداکثر ظرفیت: 9",حداقل ظرفیت: 6 - حداکثر ظرفیت: 9,"3 اتاق خواب","امکانات:
آنتن گیرنده TV
اتوی لباس
اجاق گاز
اینترنت
پکیج دیواری
تلویزیون
جاروبرقی
سشوار
شوفاژ
ظروف آشپزخانه
کولر اسپلیت
ماشین ظرفشویی
ماشین لباسشویی
مایکروفر
مبلمان
میز ناهارخوری
یخچال

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به شهر

ایمنی:
جعبه کمک های اولیه
کپسول آتش نشانی
منشور خانه مسافر

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14 ظهر
ساعت خروج:12 ظهر

مدارک تحویل اقامتگاه :
پاسپورت

موارد ممنوعه:
برگذاری جشن و مهمانی های بزرگ ممنوع است
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",ثابت,,امتیاز کلی:5
54064,"8ac22fb8d3fe43108207613b6a516908",https://jajooreh.com/residence/two-bedroom-forest-villa-in-jovarem/,ویلای دو خوابه جنگلی در جوارم,سواد کوه,مازندران,"اجاره ویلا روبروی پارک جنگلی جوارم در نزدیکی روستای جوارم
ویلا در جایی بکر و زیبا واقع است.
با رودخانه ای که از وسط روستا میگذرد زیبایی آن دو چندان شده.
پشت ویلا جنگل و روبروی آن رودخانه قرار دارد و در اطراف آن باغ ها و زمین های شالیزاری انرژی مثبت خاصی به آن میبخشد.","فضای اقامتگاه:
متراژ زیربنا: 90
متراژ محوطه: 200
نوع اقامتگاه: ویلا
منطقه: جنگلی

ظریفت اقامتگاه:
حداقل ظرفیت: 4
حداکثر ظرفیت: 8",حداقل ظرفیت: 4 - حداکثر ظرفیت: 8,"۲ اتاق خواب","امکانات:
آنتن گیرنده TV
اتوی لباس
اجاق گاز
باربیکیو
بخاری
پارکینگ
تلویزیون
جاروبرقی
چای ساز
سشوار
سیستم صوتی
ظروف آشپزخانه
فضای نشیمن در محوطه
کولر اسپلیت
مبلمان
منقل
میز ناهارخوری
یخچال

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به جنگل
ویو به رودخانه
ویو به روستا

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:16:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ملی

موارد ممنوعه:
استعمال دخانیات ممنوع است (سیگار و قلیون )
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 3 روز از زمان ورود : پس از کسر حداکثر 15 درصد کارمزد، مابقی مبلغ صورتحساب به میهمان عودت می‌شود.
کمتر از 3 روز به زمان ورود : اجاره شب اول بعلاوه حداکثر 15 درصد شب‌های باقیمانده کسر می‌گردد.
بعد از زمان ورود : اجاره شب‌های سپری شده بعلاوه اجاره شب اول از شب‌های باقیمانده بعلاوه حداکثر 15 درصد مابقی شب‌های رزرو، کسر می‌گردد.",هاشمی نسب,,امتیاز کلی:5
54065,f5a383b8f32d4e44a5c68654d138658a,https://jajooreh.com/residence/villa-2-for-rent-with-a-pool-spa-jacuzzi-in-kurdan/,اجاره ویلا ۲ با استخرآبگرم جکوزی در کردان,کردان,البرز,"🏡۱۰۰۰ متر زمین
🏡۱۴۰ متر بنا
✍۲خواب هردو خواب مستر
✍هر ۲ خواب پنجره خور با ویو
✍تشک و ملحفه های اضافه و ضد عفونی شده، بهداشت در حد عالی
✍سیستم صوتی حرفه ای و رقص نور
✍استخر بزرگ آبگرم داخل
✍ جکوزی ۶ نفره
✍۲ حمام و ۳ سرویس ایرانی و فرنگی سرویس بهداشتی کنار استخر
✍دوش کنار استخر
✍بیلیارد
✍آلاچیق و باربیکیو و آتشکده
تمام لوازم نو می باشد
✍آشپزخانه مدرن فرنیش شامل : ✍یخچال ، گاز رومیزی و لوازم
✍ آشپزی محوطه کاری و نورپردازی ویلا کاملا نوساز میباشد
✍دسترسی عالی امنیت بالا
✍جای پارک برای ۴ماشین
✍ دارای حیاط با درختان زیبا
✍ظرفیت تا ۳۰ نفر
با بهترین و مناسب ترین ویلاها کنار شما هستیم","فضای اقامتگاه:
متراژ زیربنا: ۱۴۰
متراژ محوطه: ۱۰۰۰
نوع اقامتگاه: ویلا
منطقه: شله - روستایی

ظریفت اقامتگاه:
حداقل ظرفیت: 4
حداکثر ظرفیت: 12",حداقل ظرفیت: 4 - حداکثر ظرفیت: 12,"۲ اتاق خواب","امکانات:
آلاچیق
اتاق مستر
اجاق گاز
استخر سرپوشیده
باربیکیو
پارکینگ
پکیج دیواری
تلویزیون
جاروبرقی
جکوزی
سیستم صوتی
شوفاژ
ظروف آشپزخانه
فضای سبز
فضای نشیمن در محوطه
کولر اسپلیت
مبلمان
منقل
میز ناهارخوری
یخچال

لوازم بازی:
میز بیلیارد

سرویس بهداشتی:
ایرانی
فرنگی

ایمنی:
جعبه کمک های اولیه

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ملی

موارد ممنوعه:
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",نوغانی,,امتیاز کلی:0
54066,ccc97afcb8c0457bbdf4b64adf9c1242,https://jajooreh.com/residence/renting-a-villa-in-mahmood-abad-jangli/,اجاره ویلا در محمود آباد جنگلی,محمود آباد,مازندران,"به نام خدا
سلام وقت بخیر
ویلای پانصد متری واقع در شهرستان ساحلی ، جنگلی و توریستی محمودآباد مازندران ، شخصی ، نوساز ، تمیز با وسایل نو و کامل جهت اجاره کوتاه مدت ، جشن تولد ، نامزدی ، عقد و مهمانی.
فاصله تا دریا و جنگل کمتر از پنج ۵ دقیقه
پلاک اول (موقعیت تجاری) جاده اصلی محمودآباد به آمل بدون همسایه
حدود دویست و پنجاه متر ساخته شده و دویست و پنجاه متر حیاط سازی شده ماشین رو
استخر و جکوزی آب گرم سرپوشیده صد متری (چهل متر ۱۰×۴ آبگیر) داری قسمت مخصوص کودکان با عمق حدود هفتاد سانتی متر و دارای شیب ملایم در قسمت بزرگسالان جهت پیاده روی بزرگسالان و اشخاص ناتوان و کم توان یا تحت درمان نیازمند استفاده از استخر)
واحد به صورت سه خواب می باشد.
ظرفیت استاندارد ۶ نفر ، نفرات اضافه مجموعا تا سی ۳۰ نفر
ساعت تخلیه (هرساعتی از شبانه روز تحویل داده شود) دوازده ۱۲ ظهر می باشد
مبلغ اجاره با توجه به تاریخ و ساعت رزرو ، مدت رزرو ، تعداد نفرات و همچنین نوع جشن : تولد ، نامزدی ، عقد ، مهمانی ، جلسات کاری و … بعد از هماهنگی اعلام می گردد.","فضای اقامتگاه:
متراژ زیربنا: ۱۵۰
متراژ محوطه: ۵۰۰
نوع اقامتگاه: ویلا
منطقه: جنگلی , شله - روستایی

ظریفت اقامتگاه:
حداقل ظرفیت: 6
حداکثر ظرفیت: 24",حداقل ظرفیت: 6 - حداکثر ظرفیت: 24,"۳ اتاق خواب","امکانات:
آنتن گیرنده TV
اتاق مستر
اجاق گاز
استخر سرپوشیده
باربیکیو
بخاری
پارکینگ
پکیج دیواری
تصفیه آب شرب
تلویزیون
جاروبرقی
جکوزی
شومینه گازی
ظروف آشپزخانه
کولر اسپلیت
مبلمان
منقل
یخچال

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به جنگل
ویو به روستا

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ملی

موارد ممنوعه:
برگذاری جشن مهمانی های کوچک ممنوع است
برگذاری جشن و مهمانی های بزرگ ممنوع است
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",نیکزاد,,امتیاز کلی:0
54067,ab3e038dfa854d15974402bf8f43dfff,https://jajooreh.com/residence/modern-3-bedroom-villa-for-rent-with-jacuzzi/,اجاره ویلا 3 خوابه مدرن با جکوزی رودهن,رودهن,تهران,"عمارت مدرن
۳خواب مستر
منقل ذغالی
استخر روباز ابگرم
جکوزی ۱۰ نفره
زمین والیبال
سیستم صوتی قوی
وسایل بازی بیلیارد
لوكيشن مهراباد رودهن","فضای اقامتگاه:
متراژ زیربنا: 500
متراژ محوطه: 700
نوع اقامتگاه: ویلا
منطقه: حومه شهر

ظریفت اقامتگاه:
حداقل ظرفیت: 8
حداکثر ظرفیت: 40",حداقل ظرفیت: 8 - حداکثر ظرفیت: 40,"3 اتاق خواب","امکانات:
آلاچیق
آنتن گیرنده TV
اتاق مستر
اجاق گاز
استخر روباز آبگرم
باربیکیو
تلویزیون
جاروبرقی
جکوزی
چای ساز
دوش داخل حیاط
سیستم صوتی
ظروف آشپزخانه
فضای سبز
فضای نشیمن در محوطه
کولر آبی
گرمایش از کف
مبلمان
منقل
میز ناهارخوری
یخچال

لوازم بازی:
تاب یا سرسره
زمین بازی کودکان
زمین بدمینتون
زمین بسکتبال
زمین تنیس
زمین فوتبال
زمین والیبال
میز بیلیارد

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به کوهستان

ایمنی:
جعبه کمک های اولیه

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ماشین
ارائه کارت ملی

موارد ممنوعه:
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",عباس زاده,,امتیاز کلی:0
54068,"9261405471e54dd684cdd6b858c479fd",https://jajooreh.com/residence/2-bedroom-apartment-hotel-for-rent-in-istanbul/,اجاره هتل آپارتمان  2 خوابه در استانبول,استانبول,ترکیه,"🛏 ۲ خواب 🛋 1 سالن
نوساز
دربست
فول فرنیش
آسانسور
نظافت هتلی
صفر شویی هفتگی
نگهبانی
📝 دپوزیت واحد اقامتی : ۱۰۰💲
منطقه لوکس لونت ( مرکز شهر اروپایی )
فاصله پیاده روی تا متروی لونت ۳ دقیقه
دسترسی به مراکز خرید:
زورلو سنتر /استینه/کانیون/ جواهر
دسترسی آسان به مترو و وسایل نقلیه عمومی
🔛 🙋‍♂️ ⭐️ ترانسفر فرودگاهی در صورت نیاز","فضای اقامتگاه:
متراژ زیربنا: 80
متراژ محوطه: 300
نوع اقامتگاه: هتل آپارتمان
منطقه: شهری

ظریفت اقامتگاه:
حداقل ظرفیت: 4
حداکثر ظرفیت: 6",حداقل ظرفیت: 4 - حداکثر ظرفیت: 6,"2 اتاق خواب","امکانات:
آنتن گیرنده TV
اتوی لباس
اجاق گاز
اینترنت
تلویزیون
جاروبرقی
چای ساز
سشوار
ظروف آشپزخانه
کولر اسپلیت
ماشین ظرفشویی
ماشین لباسشویی
مایکروفر
مبلمان
میز ناهارخوری
یخچال

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به شهر

ایمنی:
جعبه کمک های اولیه
کپسول آتش نشانی
منشور خانه مسافر

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
پاسپورت

موارد ممنوعه:
برگذاری جشن و مهمانی های بزرگ ممنوع است
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",ثابت,,امتیاز کلی:5
54069,"32e04a384ec941b497775e80b8c1b2a5",https://jajooreh.com/residence/rent-a-modern-kurdan-villa-with-billiards/,اجاره ویلا کردان مدرن با بیلیارد,کردان,البرز,"❌۱۰۰۰متر مساحت کل باغ🌳‌🌳
۲۰۰ متر بنا 🏡
دو خواب مستر🛏🛏
استخر ۴ فصل آبگرم🏊‍♂️🏊‍♂️🏊‍♂️🚿🚿🚿
سرویس بهداشتی ایرانی و فرنگی🚽
سیستم صوتی خوب🔊
تلوزیون ۴۲ اینچ🖥
لوازم بازی بیلیارد🎱
روف گاردن
میز و صندلی حیاطی🥓
جای پارک
امن و دنج","فضای اقامتگاه:
متراژ زیربنا: ۲۰۰
متراژ محوطه: ۱۰۰۰
نوع اقامتگاه: ویلا
منطقه: حومه شهر

ظریفت اقامتگاه:
حداقل ظرفیت: 6
حداکثر ظرفیت: 12",حداقل ظرفیت: 6 - حداکثر ظرفیت: 12,"۲ اتاق خواب","امکانات:
اتاق مستر
اجاق گاز
استخر روباز آبگرم
استخر روباز تابستونی
پارکینگ
تلویزیون
سیستم صوتی
فضای نشیمن در محوطه
مبلمان
میز ناهارخوری
یخچال

لوازم بازی:
میز بیلیارد

سرویس بهداشتی:
ایرانی
فرنگی

ایمنی:
جعبه کمک های اولیه

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ملی

موارد ممنوعه:
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",شیرعلی,,امتیاز کلی:0
54070,f120593ce529447fbfbc7d6d1c548217,https://jajooreh.com/residence/triplex-super-luxury-indoor-pool-and-jacuzzi/,تریپلکس سوپر لوکس استخر سرپوشیده و جکوزی,کردان,البرز,"متراژ زمین ۱۰۰۰ متر🏠
بنا ٥٠٠ متر تريپلكس با آسانسور هيدروليك و روف گاردن🏘
چهار خواب دو خواب مستر – چهار تخت خواب ۲ نفره و دو مبل تختشو ۲ نفره🛌 بسیار تمیز ✔️
آلاچیق داخل استخر 🎪
استخر و جكوزي چهارفصل سرپوشیده سقف متحرك ( ورودی از داخل ویلا )🏊‍♂️
پارکینگ ماشین ۹ تا داخل حیاط و بیرون نامحدود 🚘 باربیکیو ذغالی و گازی🍗 وسیله بازی بیلیارد ۹ فوت, تخته نرد 🎱
سالن مهمانی تا ظرفیت ۴۰ نفر 🕺💃سیستم صوتی و تصویری حرفه ای 🖥🔊
سیستم نور پردازی ( لیزر. بلک لایت.گوی گردان . مولتی کالر ) 🚨🌈 میز سوارز 🕴بار نوشیدنی 🍻سرمایشی اسپیلت ❄
گرمایش از كف🔥 پنج سرویس ایرانی و فرنگي و حمام🚾 🛀نور پردازی حیاط عالی امنیت💯 ظرفیت اقامت تا ۱۲ نفر 👩‍❤️‍👨
کردان شهرك افشاریه","فضای اقامتگاه:
متراژ زیربنا: ۵۰۰
متراژ محوطه: ۱۰۰۰
نوع اقامتگاه: ویلا
منطقه: حومه شهر

ظریفت اقامتگاه:
حداقل ظرفیت: ۸
حداکثر ظرفیت: 12",حداقل ظرفیت: ۸ - حداکثر ظرفیت: 12,"۴ اتاق خواب","امکانات:
آلاچیق
آنتن گیرنده TV
اتاق مستر
اتوی لباس
اجاق گاز
استخر روباز آبگرم
استخر سرپوشیده
استخر کودک
باربیکیو
پارکینگ
پکیج دیواری
تصفیه آب شرب
تلویزیون
جاروبرقی
جکوزی
چای ساز
دوش داخل حیاط
سیستم صوتی
شوفاژ
ظروف آشپزخانه
فضای سبز
فضای نشیمن در محوطه
کولر اسپلیت
گرمایش از کف
ماشین ظرفشویی
ماشین لباسشویی
مایکروفر
مبلمان
منقل
میز ناهارخوری
یخچال

لوازم بازی:
تخته نرد
میز بیلیارد

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به جنگل

ایمنی:
جعبه کمک های اولیه
کپسول آتش نشانی

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ماشین
ارائه کارت ملی

موارد ممنوعه:
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",امامی,,امتیاز کلی:0
54071,"27a27b5b11384f2da75f41eb13538eed",https://jajooreh.com/residence/3-bedroom-duplex-villa-for-rent-with-indoor-pool/,اجاره ویلا در کردان استخر سرپوشیده,کردان,البرز,"✌🏻ویلا دوبلکس
۲۰۰۰متر زمین
۳۵۰متر بنا
۳خواب🛏️🛏️
اشپزخونه تکمیل
استخر ابگرم داخل
فضاسازی حرفه ای🌳🌳
باربیکو ذغالی
آتشکده مدرن 🔥🔥
فوتبال دستی
بیلیارد
پینک پنگ
سیستم صوتی حرفه ای 🎺🎺
لوکیشن خوب امنیت بالا
نگهبانی ۲۴ساعته
۱۵جای پارک ماشین🚗
ظرفیت کلی ویلا۶۰ ۷۰نفر
برگزاری همه مراسمات در ویلا ✌🏻
*****امکان آوردن حیوان خانگی  فقط در باکس و در محوطه مجاز است*****","فضای اقامتگاه:
متراژ زیربنا: 350
متراژ محوطه: 2000
نوع اقامتگاه: ویلا
منطقه: حومه شهر

ظریفت اقامتگاه:
حداقل ظرفیت: 8
حداکثر ظرفیت: 30",حداقل ظرفیت: 8 - حداکثر ظرفیت: 30,"3 اتاق خواب","امکانات:
آلاچیق
آنتن گیرنده TV
اجاق گاز
استخر سرپوشیده
باربیکیو
بخاری
پارکینگ
جاروبرقی
چای ساز
سیستم صوتی
ظروف آشپزخانه
فضای سبز
فضای نشیمن در محوطه
کولر آبی
مبلمان
منقل
میز ناهارخوری
یخچال

لوازم بازی:
فوتبال دستی
میز بیلیارد
میز پینگ پنگ

سرویس بهداشتی:
ایرانی
فرنگی

چشم انداز:
ویو به کوهستان

انشعابات:
آب
برق
گاز","ساعت ورود و خروج:
ساعت ورود:14:00 ظهر
ساعت خروج:12:00 ظهر

مدارک تحویل اقامتگاه :
ارائه کارت ماشین
ارائه کارت ملی

موارد ممنوعه:
ورود حیوان خانگی (پت های خانگی ) ممنوع است

قوانین کنسلی:
بیش از 5 روز از زمان ورود : حداکثر %25 از مبلغ صورتحساب کسر و مابقی عودت می‌شود. در این حالت 10% از صورتحساب به میزبان پرداخت می‌شود.
کمتر از5 روز به زمان ورود : هزینه شب اول اقامت بعلاوه حداکثر 60% از مبلغ شب‌های باقیمانده کسر و مابقی صورتحساب بازپرداخت می‌شود.
بعد از زمان ورود : اجاره‌بها به میزبان پرداخت می شود و هیچ مبلغی قابل عودت نخواهد بود.",عباس قربانی,,امتیاز کلی:0
