"id","sku","url","date","price","is_instant"
1603744,"3993d765e6d04d93b74e6a1fcddda93d",https://jajooreh.com/residence/villa-for-rent-in-modern-kurdan-with-spa-pool-and-billiards/,"1403/10/03",4900000.00,false
1604019,"533a78b248bd4731ae41b0c8736453f6",https://jajooreh.com/residence/renting-a-villa-with-a-four-season-pool-in-tehrandasht/,"1403/10/07",3500000.00,false
1604309,eb49b5daba0b4202baeb075e8eb6fad9,https://jajooreh.com/residence/villa-for-rent-in-kurdan-with-indoor-pool-and-spa/,"1403/10/09",4000000.00,false
1604594,"0ff5da0a0b1a4166ae5c4fd9ae3796b8",https://jajooreh.com/residence/furnished-apartment-for-rent-in-taksim-istanbul-2/,"1403/10/03",4600000.00,false
1604604,"0ff5da0a0b1a4166ae5c4fd9ae3796b8",https://jajooreh.com/residence/furnished-apartment-for-rent-in-taksim-istanbul-2/,"1403/10/19",4600000.00,false
1604614,"0ff5da0a0b1a4166ae5c4fd9ae3796b8",https://jajooreh.com/residence/furnished-apartment-for-rent-in-taksim-istanbul-2/,"1403/10/29",4600000.00,false
1604806,"69cef29251594bceadf284f624193d51",https://jajooreh.com/residence/villa-for-rent-in-kurdan-with-an-indoor-pool-3/,"1403/10/08",2500000.00,false
1604810,"69cef29251594bceadf284f624193d51",https://jajooreh.com/residence/villa-for-rent-in-kurdan-with-an-indoor-pool-3/,"1403/10/24",2500000.00,false
1604816,"69cef29251594bceadf284f624193d51",https://jajooreh.com/residence/villa-for-rent-in-kurdan-with-an-indoor-pool-3/,"1403/10/29",2500000.00,false
1605090,c1525a262e6240bdb319d3c8ed032437,https://jajooreh.com/residence/duplex-villa-for-rent-with-biliyar-spa-pool/,"1403/10/05",4500000.00,false
1605097,c1525a262e6240bdb319d3c8ed032437,https://jajooreh.com/residence/duplex-villa-for-rent-with-biliyar-spa-pool/,"1403/10/22",3500000.00,false
1605106,c1525a262e6240bdb319d3c8ed032437,https://jajooreh.com/residence/duplex-villa-for-rent-with-biliyar-spa-pool/,"1403/10/29",3500000.00,false
1605366,"2942a9f52b474763819263adb2c894d1",https://jajooreh.com/residence/modern-villa-for-rent-with-swimming-pool-in-kordan/,"1403/10/06",6500000.00,false
1605372,"2942a9f52b474763819263adb2c894d1",https://jajooreh.com/residence/modern-villa-for-rent-with-swimming-pool-in-kordan/,"1403/10/22",3000000.00,false
1605379,"2942a9f52b474763819263adb2c894d1",https://jajooreh.com/residence/modern-villa-for-rent-with-swimming-pool-in-kordan/,"1403/10/28",4500000.00,false
1605642,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/02",2500000.00,false
1605643,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/12",3500000.00,false
1605644,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/13",5000000.00,false
1605645,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/14",3500000.00,false
1605646,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/15",2500000.00,false
1605647,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/16",2500000.00,false
1605648,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/17",2500000.00,false
1605649,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/18",2500000.00,false
1605650,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/19",3500000.00,false
1605652,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/20",5000000.00,false
1605654,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/22",2500000.00,false
1605657,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/24",2500000.00,false
1605662,aefbbe2bb4c2476a9f2858204d45bdfa,https://jajooreh.com/residence/daily-rent-of-a-villa-with-a-hot-water-pool/,"1403/10/28",3500000.00,false
1605928,"58175a0bddc54f3ab7ca831f2475e2e0",https://jajooreh.com/residence/renting-a-modern-2-bedroom-duplex-indoor-villa/,"1403/10/11",2800000.00,false
1606199,"745137011bbd407794fd1799daa065f8",https://jajooreh.com/residence/five-bedroom-duplex-villa-for-rent-in-kurdan/,"1403/10/05",12000000.00,false
1606206,"745137011bbd407794fd1799daa065f8",https://jajooreh.com/residence/five-bedroom-duplex-villa-for-rent-in-kurdan/,"1403/10/20",18000000.00,false
1606214,"745137011bbd407794fd1799daa065f8",https://jajooreh.com/residence/five-bedroom-duplex-villa-for-rent-in-kurdan/,"1403/10/25",25000000.00,false
1606450,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/02",2500000.00,false
1606451,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/12",2900000.00,false
1606452,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/13",4500000.00,false
1606453,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/14",2900000.00,false
1606454,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/15",2500000.00,false
1606455,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/16",2500000.00,false
1606456,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/17",2500000.00,false
1606457,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/18",2500000.00,false
1606458,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/19",2900000.00,false
1606459,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/20",4500000.00,false
1606460,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/21",2900000.00,false
1606463,"1c871fbfea1f48d49467cb2a32303b3c",https://jajooreh.com/residence/rent-a-villa-with-a-heated-pool-billiards-air-hockey-in-kurdan/,"1403/10/22",2500000.00,false
